Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
1.6275501425473005,1.0,-1.9152845505085059,-0.5081775334260832,1.0,-1.4194918924718458,-1.3845179499198255,Introvert
-0.043100319033408926,0.0,0.6277648991738136,1.4349212550231318,0.0,0.7127474522445184,-0.34006940536728614,Extrovert
-1.0454905959818346,2.0,0.6277648991738136,0.9491465579108281,0.0,0.9496629349907811,0.35622962433440675,Extrovert
1.6275501425473005,2.0,-1.1886989934564145,-1.4797269276506908,1.0,-1.182576409725583,-1.036368435068979,Introvert
-0.043100319033408926,0.0,0.6277648991738136,0.4633718607985243,0.0,0.7127474522445184,1.7488276837377925,Extrovert
0.291029773282733,1.0,-1.9152845505085059,-0.993952230538387,1.0,-1.3247256993733407,-1.036368435068979,Introvert
-1.0454905959818346,0.0,0.6277648991738136,-0.022402836313779456,0.0,0.238916486751993,0.008080109483560294,Extrovert
-0.3772304113495508,0.0,-0.4621134364043233,1.4349212550231318,0.0,0.0020010040057303036,-0.6882189202181326,Extrovert
-0.043100319033408926,2.0,0.9910576776998592,0.9491465579108281,0.0,0.7127474522445184,-0.6882189202181326,Extrovert
-0.3772304113495508,0.0,-0.4621134364043233,-0.022402836313779456,0.0,-0.47182996148679507,0.7043791391852532,Extrovert
-0.043100319033408926,0.0,-0.4621134364043233,-0.5081775334260832,0.0,0.7127474522445184,0.008080109483560305,Extrovert
-0.043100319033408926,0.0,-0.4621134364043233,-0.5081775334260832,0.0,-0.47182996148679507,1.7488276837377925,Extrovert
-0.043100319033408926,0.0,0.11915500923734967,0.9491465579108281,0.0,0.7127474522445184,0.35622962433440675,Extrovert
0.291029773282733,2.0,-0.8254062149303689,-1.4797269276506908,1.0,-0.9456609269793205,-1.036368435068979,Introvert
-0.5777084667392359,0.0,0.6277648991738136,-0.022402836313779456,0.0,0.7127474522445184,0.7043791391852532,Extrovert
0.6251598655988748,1.0,-1.4793332162772512,-0.993952230538387,1.0,-1.6564073752181085,-1.732667464770672,Introvert
-1.0454905959818346,0.0,0.264472120647768,0.4633718607985243,0.0,0.0020010040057303036,1.0525286540360996,Extrovert
0.291029773282733,1.0,-1.9152845505085059,-0.5081775334260832,1.0,-1.4194918924718458,-1.3845179499198255,Introvert
-0.043100319033408926,0.0,-0.09882065787827768,-0.5081775334260832,0.0,1.1865784177370438,1.0525286540360996,Extrovert
0.6251598655988748,1.0,-0.8254062149303689,-0.5081775334260832,1.0,-1.4194918924718458,-1.036368435068979,Introvert
-1.0454905959818346,0.0,0.9910576776998592,0.9491465579108281,0.0,0.9496629349907811,-0.6882189202181326,Extrovert
-0.3772304113495508,2.0,-0.09882065787827768,0.9491465579108281,0.0,0.7127474522445184,1.400678168886946,Extrovert
-0.043100319033408926,0.0,-0.09882065787827768,-0.022402836313779456,0.0,0.7127474522445184,-1.3845179499198255,Extrovert
-0.7113605036656927,0.0,-0.4621134364043233,-0.022402836313779456,0.0,1.4234939004833065,1.400678168886946,Extrovert
0.9592899579150168,1.0,-1.1886989934564145,-0.5081775334260832,1.0,-0.9456609269793205,-1.3845179499198255,Introvert
-0.3772304113495508,0.0,0.6277648991738136,0.4633718607985243,0.0,-0.2349144787405324,-0.34006940536728614,Extrovert
-0.3772304113495508,0.0,0.9910576776998592,-0.5081775334260832,0.0,0.4758319694982557,0.7043791391852532,Extrovert
-1.0454905959818346,0.0,0.6277648991738136,0.2690619819536028,0.0,-0.2349144787405324,0.7043791391852532,Extrovert
1.6275501425473005,1.0,-1.1886989934564145,-0.993952230538387,1.0,-1.4194918924718458,-1.036368435068979,Introvert
0.9592899579150168,2.0,-0.8254062149303689,-1.9655016247629946,1.0,-1.182576409725583,-1.5237777558601642,Introvert
-0.043100319033408926,0.0,0.6277648991738136,-0.5081775334260832,0.0,1.6604093832295692,1.400678168886946,Extrovert
1.2934200502311586,1.0,-1.9152845505085059,-0.993952230538387,2.0,-1.4194918924718458,-1.732667464770672,Introvert
-0.043100319033408926,0.0,0.264472120647768,0.4633718607985243,0.0,0.7127474522445184,-0.6882189202181326,Extrovert
2.629940419495726,1.0,-0.8254062149303689,-1.4797269276506908,1.0,-0.9456609269793205,-1.036368435068979,Extrovert
-0.043100319033408926,0.0,-0.4621134364043233,-0.022402836313779456,0.0,0.4758319694982557,1.7488276837377925,Extrovert
2.295810327179584,1.0,-0.8254062149303689,-0.5081775334260832,1.0,-0.9456609269793205,-1.3845179499198255,Introvert
-0.7113605036656927,2.0,0.6277648991738136,0.4633718607985243,0.0,1.4234939004833065,0.7043791391852532,Extrovert
-0.7113605036656927,0.0,-0.8254062149303689,0.9491465579108281,0.0,-1.6564073752181085,-0.34006940536728614,Introvert
-0.3772304113495508,0.0,0.9910576776998592,-0.022402836313779456,0.0,-0.7087454442330577,0.7043791391852532,Extrovert
